dataset,category_set,set_size,support,support_ratio
pog,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|77c9c3bb3736bf7ba3a3d36b532f6962|bc11aa63d5a69b1b0f90c34fd2c62102,4,2,0.0001
pog,2637918fb4c6fbe3432dab045d841406|82462c11b65faedd60ec94210debc584|83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05,4,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,3,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|8476c833956c74092868c24514562b0b|b608ccb44928992e75009892971acd46,3,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|594c45bd75088c708c8acb043ca9b377|664162d351ab59ea042546db288bbf7c,3,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb,5,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,4,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,12ba81fb3ad68ad5b21e4cec7be42666|46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb,3,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,5,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|72b059d86956ec93bbe2ae5a6622f4bd|9e3e1aff5fca5f418e5e3679ff932c05|dab681fd76ae76e9421f7378ed0ed11d,4,2,0.0001
pog,58f1ddb77bfc5576db30fa20e53111fa|82462c11b65faedd60ec94210debc584|83fb64f0af37f88a42f311549fb261cb|c6342df4744ae61888fa993d281972d7,4,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|6b0fd0d9ed161e73775d02021a82eebc|83fb64f0af37f88a42f311549fb261cb|f38776a72637f9103f9229c5f2c92e41,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|fbf269b6cc339b080853c548156a1050,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|841c8877534da01768696cd2375bab70|8585a77eaebc91282b433359863cb569,3,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|8476c833956c74092868c24514562b0b,3,2,0.0001
pog,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|6eb82f81b7105a1112fec1bb3c8dd62b,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|2deec110140f47a0a9b9fddf744f956e|72b059d86956ec93bbe2ae5a6622f4bd,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|b6f318187d9a7cf416a2e84fc24349aa,5,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|841c8877534da01768696cd2375bab70,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|604b7f56f881d721455b0bd5815a7c88|ecff24c1d93157b5c20fd73bb31faced,3,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|83fb64f0af37f88a42f311549fb261cb|d2d96e58ef034b572fcf4e8c6d663b84,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,5,2,0.0001
pog,852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,4,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|1199c4654170f33208d7932d7d2587a5|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|fc528592c3858f90196fbfacc814f235,5,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,5,2,0.0001
pog,1199c4654170f33208d7932d7d2587a5|126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|58f1ddb77bfc5576db30fa20e53111fa|82462c11b65faedd60ec94210debc584|ecff24c1d93157b5c20fd73bb31faced,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b6f318187d9a7cf416a2e84fc24349aa,3,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,4,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c,4,2,0.0001
pog,23ee17885f87575534b44d099507a747|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|841c8877534da01768696cd2375bab70,4,2,0.0001
pog,8585a77eaebc91282b433359863cb569|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,5,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,5,2,0.0001
pog,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|b608ccb44928992e75009892971acd46,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,4,2,0.0001
pog,23ee17885f87575534b44d099507a747|664162d351ab59ea042546db288bbf7c|b5512b7b61119e0a76d1f6b3bd6d2b94,3,2,0.0001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb,5,2,0.0001
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|841c8877534da01768696cd2375bab70,4,2,0.0001
pog,46eacb79120159c0d446c08e1f671b0f|841c8877534da01768696cd2375bab70|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,4,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|7c3f3d05228e2ee51736f64757cfb385,3,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|6eb82f81b7105a1112fec1bb3c8dd62b|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,4,2,0.0001
pog,b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e|c7d17d4d3b51ccfb89c4c0f40ae87262,3,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|c6342df4744ae61888fa993d281972d7,3,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f,4,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|9e3e1aff5fca5f418e5e3679ff932c05|ecff24c1d93157b5c20fd73bb31faced,3,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|64fe11119537f0ea81cfb5e4d54b3c71|95c3a26ab13f3ec5cd28a281e3685e7b,3,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|46eacb79120159c0d446c08e1f671b0f|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb,5,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|814ed433f7b89cef654140214dfdaab5,2,2,0.0001
pog,841c8877534da01768696cd2375bab70|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b,3,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,46eacb79120159c0d446c08e1f671b0f|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,3,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94,3,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|83fb64f0af37f88a42f311549fb261cb|856a563554cc6f5b2bac63e3e8ff10b5|ecff24c1d93157b5c20fd73bb31faced,4,2,0.0001
pog,856a563554cc6f5b2bac63e3e8ff10b5|b608ccb44928992e75009892971acd46|ecff24c1d93157b5c20fd73bb31faced,3,2,0.0001
pog,664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|82462c11b65faedd60ec94210debc584|9e3e1aff5fca5f418e5e3679ff932c05,5,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|64fe11119537f0ea81cfb5e4d54b3c71|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|23ee17885f87575534b44d099507a747|3e600277f4bf92983bf6fcb0ac09e0d7|6eb82f81b7105a1112fec1bb3c8dd62b,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102,4,2,0.0001
pog,58f1ddb77bfc5576db30fa20e53111fa|83fb64f0af37f88a42f311549fb261cb|f38776a72637f9103f9229c5f2c92e41,3,2,0.0001
pog,664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|6b0fd0d9ed161e73775d02021a82eebc|856a563554cc6f5b2bac63e3e8ff10b5|ecff24c1d93157b5c20fd73bb31faced,4,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|72b059d86956ec93bbe2ae5a6622f4bd|9e3e1aff5fca5f418e5e3679ff932c05|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|83668c24f1cbd74fb8e01a243e79a3a0,3,2,0.0001
pog,6eb82f81b7105a1112fec1bb3c8dd62b|8476c833956c74092868c24514562b0b|b5512b7b61119e0a76d1f6b3bd6d2b94,3,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|841c8877534da01768696cd2375bab70,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|2deec110140f47a0a9b9fddf744f956e|72b059d86956ec93bbe2ae5a6622f4bd|ecff24c1d93157b5c20fd73bb31faced,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70,5,2,0.0001
pog,72b059d86956ec93bbe2ae5a6622f4bd|9e3e1aff5fca5f418e5e3679ff932c05|ecff24c1d93157b5c20fd73bb31faced,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|1199c4654170f33208d7932d7d2587a5|3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c,5,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|2b28f4772c30b8544c742f6a349a06b3|594c45bd75088c708c8acb043ca9b377|664162d351ab59ea042546db288bbf7c,4,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,5,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|08734b0d499542a3a0ae060fb5597d09|852a581f78e4f4d7ecf9972a038e440c|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b,3,2,0.0001
pog,1199c4654170f33208d7932d7d2587a5|126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b|b5512b7b61119e0a76d1f6b3bd6d2b94,4,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,3,2,0.0001
pog,58f1ddb77bfc5576db30fa20e53111fa|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,4,2,0.0001
pog,126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71|a6cd655d1645f38869be793d5fb194cb,3,2,0.0001
pog,852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94|fbf269b6cc339b080853c548156a1050,3,2,0.0001
pog,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,4,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|2637918fb4c6fbe3432dab045d841406|2b28f4772c30b8544c742f6a349a06b3,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|b608ccb44928992e75009892971acd46|ecff24c1d93157b5c20fd73bb31faced,3,2,0.0001
pog,72b059d86956ec93bbe2ae5a6622f4bd|83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05|c6342df4744ae61888fa993d281972d7,4,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|664162d351ab59ea042546db288bbf7c|fbf269b6cc339b080853c548156a1050,3,2,0.0001
pog,1199c4654170f33208d7932d7d2587a5|2b28f4772c30b8544c742f6a349a06b3|b608ccb44928992e75009892971acd46,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c,5,2,0.0001
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c|bc11aa63d5a69b1b0f90c34fd2c62102,5,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,5,2,0.0001
pog,23ee17885f87575534b44d099507a747|46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,6b0fd0d9ed161e73775d02021a82eebc|814ed433f7b89cef654140214dfdaab5|83fb64f0af37f88a42f311549fb261cb|f38776a72637f9103f9229c5f2c92e41,4,2,0.0001
pog,12ba81fb3ad68ad5b21e4cec7be42666|72b059d86956ec93bbe2ae5a6622f4bd|82462c11b65faedd60ec94210debc584,3,2,0.0001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,5,2,0.0001
pog,46eacb79120159c0d446c08e1f671b0f|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94,4,2,0.0001
pog,8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,1199c4654170f33208d7932d7d2587a5|3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102,4,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b,4,2,0.0001
pog,8476c833956c74092868c24514562b0b|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,2deec110140f47a0a9b9fddf744f956e|83fb64f0af37f88a42f311549fb261cb,2,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,5,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb,4,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,4,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|7b0b5e99f45560c0f83ee235d461ca04|b608ccb44928992e75009892971acd46,3,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|852a581f78e4f4d7ecf9972a038e440c|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|841c8877534da01768696cd2375bab70,3,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|44187dfef4ed2dd3669957cc9592514e|95c3a26ab13f3ec5cd28a281e3685e7b,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,5,2,0.0001
pog,19125833f147d19800e3aa39ecfc76c2|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,3,2,0.0001
pog,12ba81fb3ad68ad5b21e4cec7be42666|83fb64f0af37f88a42f311549fb261cb|c6342df4744ae61888fa993d281972d7,3,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,4,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,5,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,4,2,0.0001
pog,46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b6f318187d9a7cf416a2e84fc24349aa|fc528592c3858f90196fbfacc814f235,5,2,0.0001
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|a68b85f0e84cbac87f49f5483e16fb6d,3,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|2b28f4772c30b8544c742f6a349a06b3|b5512b7b61119e0a76d1f6b3bd6d2b94,3,2,0.0001
pog,03bfc1d4783966c69cc6aef8247e0103|9e3e1aff5fca5f418e5e3679ff932c05|9fa5c6beaf93259bc3dcd4ead2b3397f|ecff24c1d93157b5c20fd73bb31faced,4,2,0.0001
pog,95c3a26ab13f3ec5cd28a281e3685e7b|b5512b7b61119e0a76d1f6b3bd6d2b94|bc11aa63d5a69b1b0f90c34fd2c62102,3,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,8476c833956c74092868c24514562b0b|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|b5512b7b61119e0a76d1f6b3bd6d2b94,5,2,0.0001
pog,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b,2,2,0.0001
pog,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|8585a77eaebc91282b433359863cb569|a6cd655d1645f38869be793d5fb194cb,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,4,2,0.0001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|8476c833956c74092868c24514562b0b,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|1199c4654170f33208d7932d7d2587a5|3afab60a60abe737c6b12772e0fcec0a|a6cd655d1645f38869be793d5fb194cb,4,2,0.0001
pog,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,4,2,0.0001
pog,58f1ddb77bfc5576db30fa20e53111fa|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,3,2,0.0001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|b6f318187d9a7cf416a2e84fc24349aa,3,2,0.0001
pog,3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|fc528592c3858f90196fbfacc814f235,3,2,0.0001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|b5512b7b61119e0a76d1f6b3bd6d2b94,3,2,0.0001
pog,8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,3,2,0.0001
pog,12ba81fb3ad68ad5b21e4cec7be42666|19125833f147d19800e3aa39ecfc76c2|83fb64f0af37f88a42f311549fb261cb|dab681fd76ae76e9421f7378ed0ed11d|ecff24c1d93157b5c20fd73bb31faced,5,2,0.0001
pog,08734b0d499542a3a0ae060fb5597d09|0ab410a4baf435f5b6496cb061c11dc1|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,4,2,0.0001
pog,0ab410a4baf435f5b6496cb061c11dc1|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70,4,2,0.0001
